14.008093357086182,1000
14.624205589294434,1000
15.483627080917358,1000
19.72908878326416,1000
14.929483413696289,1000
32.167818546295166,2000
36.71271300315857,2000
43.4144926071167,2000
26.0793399810791,2000
28.494930744171143,2000
51.03734016418457,3000
68.0636510848999,3000
71.0140700340271,3000
51.04652762413025,3000
74.59326338768005,3000
101.86203813552856,4000
121.23935556411743,4000
127.46106553077698,4000
155.29362392425537,4000
125.13720345497131,4000
108.2657949924469,5000
167.88119745254517,5000
152.46998524665833,5000
176.43370747566223,5000
105.36252355575562,5000
