8.615862131118774,1000
8.811795234680176,1000
9.07171368598938,1000
8.815578699111938,1000
10.331223726272583,1000
23.235053777694702,2000
23.650808572769165,2000
22.938808917999268,2000
22.919397115707397,2000
23.02306842803955,2000
43.073710441589355,3000
43.90728187561035,3000
43.307830810546875,3000
42.60178065299988,3000
42.12143301963806,3000
84.78718304634094,4000
84.67809963226318,4000
83.34662079811096,4000
86.10138368606567,4000
89.87669610977173,4000
104.33105063438416,5000
104.51561331748962,5000
105.59161353111267,5000
109.1287796497345,5000
104.97592616081238,5000
